id_transaccion,id_contrato,id_cliente,id_producto,fecha,ingreso,costo,margen
10159,481,204,4,2024-05-25,148.88,31.57,117.31
10160,481,204,4,2024-06-24,151.24,29.81,121.43
10161,481,204,4,2024-07-24,147.41,31.62,115.79
10162,481,204,4,2024-08-23,149.89,30.94,118.95
10163,481,204,4,2024-09-22,151.23,31.34,119.89
10164,481,204,4,2024-10-22,146.65,31.13,115.52
10165,481,204,4,2024-11-21,143.86,31.06,112.8
10166,482,204,10,2023-01-01,3.68,1.54,2.14
10167,482,204,10,2023-01-31,3.97,1.49,2.48
10168,482,204,10,2023-03-02,3.99,1.54,2.45
10169,482,204,10,2023-04-01,3.77,1.44,2.33
10170,482,204,10,2023-05-01,3.71,1.46,2.25
10171,482,204,10,2023-05-31,3.62,1.52,2.1
10172,482,204,10,2023-06-30,3.8,1.53,2.27
10173,482,204,10,2023-07-30,3.61,1.52,2.09
10174,482,204,10,2023-08-29,3.84,1.55,2.29
10175,482,204,10,2023-09-28,3.61,1.59,2.02
10176,482,204,10,2023-10-28,3.65,1.45,2.2
10177,482,204,10,2023-11-27,3.83,1.48,2.35
10178,482,204,10,2023-12-27,3.81,1.54,2.27
10179,482,204,10,2024-01-26,3.83,1.5,2.33
10180,482,204,10,2024-02-25,3.64,1.53,2.11
10181,482,204,10,2024-03-26,3.63,1.52,2.11
10182,482,204,10,2024-04-25,3.75,1.51,2.24
10183,482,204,10,2024-05-25,3.95,1.46,2.49
10184,482,204,10,2024-06-24,3.86,1.53,2.33
10185,482,204,10,2024-07-24,3.98,1.45,2.53
10186,482,204,10,2024-08-23,3.76,1.48,2.28
10187,482,204,10,2024-09-22,3.97,1.54,2.43
10188,482,204,10,2024-10-22,3.77,1.54,2.23
10189,482,204,10,2024-11-21,3.81,1.56,2.25
10190,483,204,6,2023-01-01,5.85,1.16,4.69
10191,483,204,6,2023-01-31,6.16,1.22,4.94
10192,483,204,6,2023-03-02,6.16,1.14,5.02
10193,483,204,6,2023-04-01,5.79,1.22,4.57
10194,483,204,6,2023-05-01,6.02,1.25,4.77
10195,483,204,6,2023-05-31,5.94,1.14,4.8
10196,483,204,6,2023-06-30,5.81,1.22,4.59
10197,483,204,6,2023-07-30,5.8,1.2,4.6
10198,483,204,6,2023-08-29,6.22,1.16,5.06
10199,483,204,6,2023-09-28,5.89,1.2,4.69
10200,483,204,6,2023-10-28,6.0,1.23,4.77
10201,483,204,6,2023-11-27,5.97,1.23,4.74
10202,483,204,6,2023-12-27,6.17,1.24,4.93
10203,483,204,6,2024-01-26,6.12,1.19,4.93
10204,483,204,6,2024-02-25,5.99,1.23,4.76
10205,483,204,6,2024-03-26,5.8,1.14,4.66
10206,483,204,6,2024-04-25,5.75,1.14,4.61
10207,483,204,6,2024-05-25,5.92,1.2,4.72
10208,483,204,6,2024-06-24,5.67,1.18,4.49
10209,483,204,6,2024-07-24,6.2,1.22,4.98
10210,483,204,6,2024-08-23,6.07,1.19,4.88
10211,483,204,6,2024-09-22,5.65,1.23,4.42
10212,483,204,6,2024-10-22,6.12,1.14,4.98
10213,483,204,6,2024-11-21,6.22,1.18,5.04
10214,484,205,4,2023-01-01,61.52,12.42,49.1
10215,484,205,4,2023-01-31,63.51,13.06,50.45
10216,484,205,4,2023-03-02,64.08,12.62,51.46
10217,484,205,4,2023-04-01,63.03,13.37,49.66
10218,484,205,4,2023-05-01,66.8,13.67,53.13
10219,484,205,4,2023-05-31,66.37,12.46,53.91
10220,484,205,4,2023-06-30,66.32,13.39,52.93
10221,484,205,4,2023-07-30,63.01,12.56,50.45
10222,484,205,4,2023-08-29,63.11,12.71,50.4
10223,484,205,4,2023-09-28,65.5,13.46,52.04
10224,484,205,4,2023-10-28,62.41,12.95,49.46
10225,484,205,4,2023-11-27,64.5,13.49,51.01
10226,484,205,4,2023-12-27,62.91,12.48,50.43
10227,484,205,4,2024-01-26,66.76,13.56,53.2
10228,484,205,4,2024-02-25,62.77,13.1,49.67
10229,484,205,4,2024-03-26,64.94,12.95,51.99
10230,484,205,4,2024-04-25,66.2,12.52,53.68
10231,484,205,4,2024-05-25,62.35,12.41,49.94
10232,484,205,4,2024-06-24,66.27,13.19,53.08
10233,484,205,4,2024-07-24,62.84,13.27,49.57
10234,484,205,4,2024-08-23,64.24,12.54,51.7
10235,484,205,4,2024-09-22,65.82,12.93,52.89
10236,484,205,4,2024-10-22,60.88,13.45,47.43
10237,484,205,4,2024-11-21,65.29,12.4,52.89
10238,485,205,12,2023-01-01,82.05,24.48,57.57
10239,485,205,12,2023-01-31,81.01,22.56,58.45
10240,485,205,12,2023-03-02,78.03,24.66,53.37
10241,485,205,12,2023-04-01,75.94,22.64,53.3
10242,485,205,12,2023-05-01,80.56,23.14,57.42
10243,485,205,12,2023-05-31,78.33,23.18,55.15
10244,485,205,12,2023-06-30,80.01,22.67,57.34
10245,485,205,12,2023-07-30,77.01,23.27,53.74
10246,485,205,12,2023-08-29,79.52,23.83,55.69
10247,485,205,12,2023-09-28,80.15,24.53,55.62
10248,485,205,12,2023-10-28,75.99,24.13,51.86
10249,485,205,12,2023-11-27,81.62,23.35,58.27
10250,485,205,12,2023-12-27,82.56,24.51,58.05
10251,485,205,12,2024-01-26,81.76,23.85,57.91
10252,485,205,12,2024-02-25,78.17,24.03,54.14
10253,485,205,12,2024-03-26,81.99,24.21,57.78
10254,485,205,12,2024-04-25,75.46,23.75,51.71
10255,485,205,12,2024-05-25,75.6,23.38,52.22
10256,485,205,12,2024-06-24,82.76,24.07,58.69
10257,485,205,12,2024-07-24,79.01,23.99,55.02
10258,485,205,12,2024-08-23,76.92,23.97,52.95
10259,485,205,12,2024-09-22,82.57,22.53,60.04
10260,485,205,12,2024-10-22,81.32,24.11,57.21
10261,485,205,12,2024-11-21,75.88,22.61,53.27
10262,486,205,6,2023-01-01,6.31,1.36,4.95
10263,486,205,6,2023-01-31,6.45,1.27,5.18
10264,486,205,6,2023-03-02,6.46,1.34,5.12
10265,486,205,6,2023-04-01,6.54,1.29,5.25
10266,486,205,6,2023-05-01,6.7,1.3,5.4
10267,486,205,6,2023-05-31,6.39,1.34,5.05
10268,486,205,6,2023-06-30,6.7,1.3,5.4
10269,486,205,6,2023-07-30,6.86,1.39,5.47
10270,486,205,6,2023-08-29,6.87,1.3,5.57
10271,486,205,6,2023-09-28,6.96,1.28,5.68
10272,486,205,6,2023-10-28,6.44,1.34,5.1
10273,486,205,6,2023-11-27,6.91,1.27,5.64
10274,486,205,6,2023-12-27,6.59,1.29,5.3
10275,486,205,6,2024-01-26,6.89,1.31,5.58
10276,486,205,6,2024-02-25,6.3,1.34,4.96
10277,486,205,6,2024-03-26,6.56,1.33,5.23
10278,486,205,6,2024-04-25,6.42,1.29,5.13
10279,486,205,6,2024-05-25,6.83,1.31,5.52
10280,486,205,6,2024-06-24,6.43,1.36,5.07
10281,486,205,6,2024-07-24,6.39,1.33,5.06
10282,486,205,6,2024-08-23,6.72,1.38,5.34
10283,486,205,6,2024-09-22,6.56,1.37,5.19
10284,486,205,6,2024-10-22,6.94,1.31,5.63
10285,486,205,6,2024-11-21,6.66,1.33,5.33
10286,487,205,3,2023-01-01,242.08,69.28,172.8
10287,487,205,3,2023-01-31,251.65,65.97,185.68
10288,487,205,3,2023-03-02,237.93,68.75,169.18
10289,487,205,3,2023-04-01,251.51,70.75,180.76
10290,487,205,3,2023-05-01,252.22,64.4,187.82
10291,487,205,3,2023-05-31,246.34,69.9,176.44
10292,487,205,3,2023-06-30,242.44,65.18,177.26
10293,487,205,3,2023-07-30,251.84,70.28,181.56
10294,487,205,3,2023-08-29,252.15,67.62,184.53
10295,487,205,3,2023-09-28,230.14,65.77,164.37
10296,487,205,3,2023-10-28,240.8,68.47,172.33
10297,487,205,3,2023-11-27,236.3,70.45,165.85
10298,487,205,3,2023-12-27,230.95,69.97,160.98
10299,487,205,3,2024-01-26,245.32,64.46,180.86
10300,487,205,3,2024-02-25,241.93,67.6,174.33
10301,487,205,3,2024-03-26,240.38,64.33,176.05
10302,487,205,3,2024-04-25,240.36,66.56,173.8
10303,487,205,3,2024-05-25,230.8,69.48,161.32
10304,487,205,3,2024-06-24,237.4,67.77,169.63
10305,487,205,3,2024-07-24,236.27,66.42,169.85
10306,487,205,3,2024-08-23,245.23,65.91,179.32
10307,487,205,3,2024-09-22,248.45,67.29,181.16
10308,487,205,3,2024-10-22,245.75,69.55,176.2
10309,487,205,3,2024-11-21,229.61,70.04,159.57
10310,488,206,6,2023-01-01,1.25,0.26,0.99
10311,488,206,6,2023-01-31,1.23,0.25,0.98
10312,488,206,6,2023-03-02,1.32,0.25,1.07
10313,488,206,6,2023-04-01,1.25,0.26,0.99
10314,488,206,6,2023-05-01,1.21,0.26,0.95
10315,488,206,6,2023-05-31,1.27,0.24,1.03
10316,488,206,6,2023-06-30,1.29,0.24,1.05
10317,488,206,6,2023-07-30,1.29,0.25,1.04
10318,488,206,6,2023-08-29,1.23,0.25,0.98
10319,488,206,6,2023-09-28,1.26,0.26,1.0
10320,488,206,6,2023-10-28,1.24,0.26,0.98
10321,488,206,6,2023-11-27,1.26,0.25,1.01
10322,488,206,6,2023-12-27,1.22,0.26,0.96
10323,488,206,6,2024-01-26,1.2,0.25,0.95
10324,488,206,6,2024-02-25,1.21,0.26,0.95
10325,488,206,6,2024-03-26,1.32,0.26,1.06
10326,488,206,6,2024-04-25,1.24,0.25,0.99
10327,488,206,6,2024-05-25,1.29,0.24,1.05
10328,488,206,6,2024-06-24,1.22,0.26,0.96
10329,488,206,6,2024-07-24,1.23,0.25,0.98
10330,488,206,6,2024-08-23,1.21,0.24,0.97
10331,488,206,6,2024-09-22,1.29,0.24,1.05
10332,488,206,6,2024-10-22,1.23,0.24,0.99
10333,488,206,6,2024-11-21,1.26,0.26,1.0
10334,489,207,6,2023-01-01,5.5,1.04,4.46
10335,489,207,6,2023-01-31,5.3,1.13,4.17
10336,489,207,6,2023-03-02,5.23,1.04,4.19
10337,490,208,1,2023-01-01,64.64,16.93,47.71
10338,490,208,1,2023-01-31,63.33,15.52,47.81
10339,490,208,1,2023-03-02,64.58,15.81,48.77
10340,490,208,1,2023-04-01,66.51,15.74,50.77
10341,490,208,1,2023-05-01,67.85,15.77,52.08
10342,490,208,1,2023-05-31,66.93,15.76,51.17
10343,490,208,1,2023-06-30,63.88,17.04,46.84
10344,490,208,1,2023-07-30,66.61,16.0,50.61
10345,490,208,1,2023-08-29,64.97,16.08,48.89
10346,490,208,1,2023-09-28,62.82,15.51,47.31
10347,490,208,1,2023-10-28,66.93,17.01,49.92
10348,490,208,1,2023-11-27,62.7,16.95,45.75
10349,490,208,1,2023-12-27,65.59,16.38,49.21
10350,490,208,1,2024-01-26,63.54,16.45,47.09
10351,490,208,1,2024-02-25,66.74,15.81,50.93
10352,490,208,1,2024-03-26,62.99,16.44,46.55
10353,490,208,1,2024-04-25,63.09,15.79,47.3
10354,490,208,1,2024-05-25,62.68,15.42,47.26
10355,490,208,1,2024-06-24,66.48,16.01,50.47
10356,490,208,1,2024-07-24,62.76,16.94,45.82
10357,490,208,1,2024-08-23,67.27,16.53,50.74
10358,490,208,1,2024-09-22,65.66,16.36,49.3
10359,490,208,1,2024-10-22,67.77,16.86,50.91
10360,490,208,1,2024-11-21,68.12,16.16,51.96
10361,491,209,12,2023-01-01,727.87,220.69,507.18
10362,491,209,12,2023-01-31,711.25,221.64,489.61
10363,491,209,12,2023-03-02,693.13,220.38,472.75
10364,491,209,12,2023-04-01,687.62,203.05,484.57
10365,491,209,12,2023-05-01,711.34,212.0,499.34
10366,491,209,12,2023-05-31,702.38,206.2,496.18
10367,491,209,12,2023-06-30,709.9,214.48,495.42
10368,491,209,12,2023-07-30,687.72,205.05,482.67
10369,491,209,12,2023-08-29,683.77,206.66,477.11
10370,491,209,12,2023-09-28,682.8,220.53,462.27
10371,491,209,12,2023-10-28,692.57,217.53,475.04
10372,491,209,12,2023-11-27,672.61,214.21,458.4
10373,491,209,12,2023-12-27,685.33,204.47,480.86
10374,491,209,12,2024-01-26,684.71,201.88,482.83
10375,491,209,12,2024-02-25,723.4,205.36,518.04
10376,491,209,12,2024-03-26,734.23,215.76,518.47
10377,491,209,12,2024-04-25,733.82,204.18,529.64
10378,491,209,12,2024-05-25,725.99,209.91,516.08
10379,491,209,12,2024-06-24,739.51,211.84,527.67
10380,491,209,12,2024-07-24,696.01,215.83,480.18
10381,491,209,12,2024-08-23,723.23,201.95,521.28
10382,491,209,12,2024-09-22,708.39,211.12,497.27
10383,491,209,12,2024-10-22,678.17,203.96,474.21
10384,491,209,12,2024-11-21,694.93,211.85,483.08
10385,492,209,10,2023-01-01,10.39,4.18,6.21
10386,492,209,10,2023-01-31,10.52,3.9,6.62
10387,492,209,10,2023-03-02,10.6,3.89,6.71
10388,492,209,10,2023-04-01,10.15,3.89,6.26
10389,492,209,10,2023-05-01,10.03,4.04,5.99
10390,492,209,10,2023-05-31,10.32,4.01,6.31
10391,492,209,10,2023-06-30,10.19,4.03,6.16
10392,492,209,10,2023-07-30,10.59,3.9,6.69
10393,492,209,10,2023-08-29,9.79,4.19,5.6
10394,492,209,10,2023-09-28,9.79,3.96,5.83
10395,492,209,10,2023-10-28,10.23,3.91,6.32
10396,492,209,10,2023-11-27,10.43,3.92,6.51
10397,492,209,10,2023-12-27,9.9,3.98,5.92
10398,492,209,10,2024-01-26,9.8,4.01,5.79
10399,492,209,10,2024-02-25,9.8,4.23,5.57
10400,492,209,10,2024-03-26,10.14,4.01,6.13
10401,492,209,10,2024-04-25,9.93,3.99,5.94
10402,492,209,10,2024-05-25,10.11,4.26,5.85
10403,492,209,10,2024-06-24,9.88,4.27,5.61
10404,492,209,10,2024-07-24,10.05,4.26,5.79
10405,492,209,10,2024-08-23,10.65,4.03,6.62
10406,492,209,10,2024-09-22,10.43,4.0,6.43
10407,492,209,10,2024-10-22,10.1,4.01,6.09
10408,492,209,10,2024-11-21,10.09,4.14,5.95
10409,493,210,11,2023-01-01,14.82,6.16,8.66
10410,493,210,11,2023-01-31,15.05,6.61,8.44
10411,493,210,11,2023-03-02,15.26,6.33,8.93
10412,493,210,11,2023-04-01,15.31,6.33,8.98
10413,493,210,11,2023-05-01,14.65,6.2,8.45
10414,493,210,11,2023-05-31,15.21,6.13,9.08
10415,493,210,11,2023-06-30,14.54,6.26,8.28
10416,493,210,11,2023-07-30,15.02,6.23,8.79
10417,493,210,11,2023-08-29,15.18,6.38,8.8
10418,493,210,11,2023-09-28,14.34,6.63,7.71
10419,493,210,11,2023-10-28,14.2,6.53,7.67
10420,493,210,11,2023-11-27,14.66,6.42,8.24
10421,493,210,11,2023-12-27,15.02,6.33,8.69
10422,493,210,11,2024-01-26,14.95,6.42,8.53
10423,493,210,11,2024-02-25,15.29,6.31,8.98
10424,493,210,11,2024-03-26,14.94,6.67,8.27
10425,493,210,11,2024-04-25,14.86,6.3,8.56
10426,493,210,11,2024-05-25,14.97,6.14,8.83
10427,493,210,11,2024-06-24,15.51,6.65,8.86
10428,493,210,11,2024-07-24,14.69,6.26,8.43
10429,493,210,11,2024-08-23,14.89,6.36,8.53
10430,493,210,11,2024-09-22,15.2,6.71,8.49
10431,493,210,11,2024-10-22,15.4,6.55,8.85
10432,493,210,11,2024-11-21,15.12,6.43,8.69
10433,494,210,6,2023-01-01,3.57,0.78,2.79
10434,494,210,6,2023-01-31,3.78,0.78,3.0
10435,495,211,12,2023-01-01,738.71,208.28,530.43
10436,495,211,12,2023-01-31,697.3,220.59,476.71
10437,495,211,12,2023-03-02,721.26,214.42,506.84
10438,495,211,12,2023-04-01,745.34,206.28,539.06
10439,495,211,12,2023-05-01,733.26,211.48,521.78
10440,495,211,12,2023-05-31,701.8,219.32,482.48
10441,495,211,12,2023-06-30,703.54,206.72,496.82
10442,495,211,12,2023-07-30,749.83,217.75,532.08
10443,495,211,12,2023-08-29,741.72,217.85,523.87
10444,495,211,12,2023-09-28,742.31,212.69,529.62
10445,495,211,12,2023-10-28,737.55,207.0,530.55
10446,495,211,12,2023-11-27,747.5,207.24,540.26
10447,495,211,12,2023-12-27,704.71,212.42,492.29
10448,495,211,12,2024-01-26,749.65,205.95,543.7
10449,495,211,12,2024-02-25,704.98,223.43,481.55
10450,495,211,12,2024-03-26,708.13,216.01,492.12
10451,495,211,12,2024-04-25,703.57,217.36,486.21
10452,495,211,12,2024-05-25,738.23,217.64,520.59
10453,495,211,12,2024-06-24,729.57,222.11,507.46
10454,495,211,12,2024-07-24,704.64,223.17,481.47
10455,495,211,12,2024-08-23,699.45,220.08,479.37
10456,495,211,12,2024-09-22,725.73,214.17,511.56
10457,495,211,12,2024-10-22,752.91,218.76,534.15
10458,495,211,12,2024-11-21,715.67,217.64,498.03
10459,496,211,6,2023-01-01,7.63,1.52,6.11
10460,496,211,6,2023-01-31,8.07,1.58,6.49
10461,496,211,6,2023-03-02,8.08,1.49,6.59
10462,496,211,6,2023-04-01,7.45,1.62,5.83
10463,496,211,6,2023-05-01,7.53,1.56,5.97
10464,496,211,6,2023-05-31,7.68,1.63,6.05
10465,496,211,6,2023-06-30,7.74,1.49,6.25
10466,496,211,6,2023-07-30,8.03,1.61,6.42
10467,496,211,6,2023-08-29,7.75,1.57,6.18
10468,496,211,6,2023-09-28,7.63,1.53,6.1
10469,496,211,6,2023-10-28,7.65,1.63,6.02
10470,496,211,6,2023-11-27,8.03,1.49,6.54
10471,496,211,6,2023-12-27,8.14,1.61,6.53
10472,496,211,6,2024-01-26,7.81,1.61,6.2
10473,496,211,6,2024-02-25,7.73,1.57,6.16
10474,496,211,6,2024-03-26,7.59,1.51,6.08
10475,496,211,6,2024-04-25,7.94,1.56,6.38
10476,496,211,6,2024-05-25,8.1,1.6,6.5
10477,496,211,6,2024-06-24,8.0,1.56,6.44
10478,496,211,6,2024-07-24,7.73,1.6,6.13
10479,496,211,6,2024-08-23,8.05,1.55,6.5
10480,496,211,6,2024-09-22,7.81,1.52,6.29
10481,496,211,6,2024-10-22,7.94,1.52,6.42
10482,496,211,6,2024-11-21,7.66,1.54,6.12
10483,497,211,4,2023-01-01,68.18,14.01,54.17
10484,497,211,4,2023-01-31,63.92,12.88,51.04
10485,497,211,4,2023-03-02,65.86,13.58,52.28
10486,497,211,4,2023-04-01,66.28,13.91,52.37
10487,497,211,4,2023-05-01,62.44,12.71,49.73
10488,497,211,4,2023-05-31,65.56,14.02,51.54
10489,497,211,4,2023-06-30,64.61,13.86,50.75
10490,497,211,4,2023-07-30,64.91,13.92,50.99
10491,497,211,4,2023-08-29,66.45,12.77,53.68
10492,497,211,4,2023-09-28,66.97,13.02,53.95
10493,497,211,4,2023-10-28,67.6,13.4,54.2
10494,497,211,4,2023-11-27,62.47,13.3,49.17
10495,497,211,4,2023-12-27,62.64,12.97,49.67
10496,497,211,4,2024-01-26,65.06,13.45,51.61
10497,497,211,4,2024-02-25,63.31,12.74,50.57
10498,497,211,4,2024-03-26,65.45,12.97,52.48
10499,497,211,4,2024-04-25,62.21,12.91,49.3
10500,497,211,4,2024-05-25,68.44,13.7,54.74
10501,497,211,4,2024-06-24,65.61,12.96,52.65
10502,497,211,4,2024-07-24,63.4,13.56,49.84
10503,497,211,4,2024-08-23,62.88,13.5,49.38
10504,497,211,4,2024-09-22,67.3,12.83,54.47
10505,497,211,4,2024-10-22,63.64,13.01,50.63
10506,497,211,4,2024-11-21,67.05,13.99,53.06
10507,498,211,3,2023-01-01,88.25,25.45,62.8
10508,498,211,3,2023-01-31,88.27,26.59,61.68
10509,498,211,3,2023-03-02,88.65,26.07,62.58
10510,499,212,9,2023-01-01,111.56,35.34,76.22
10511,499,212,9,2023-01-31,114.96,35.28,79.68
10512,499,212,9,2023-03-02,113.76,35.26,78.5
10513,499,212,9,2023-04-01,116.34,33.47,82.87
10514,499,212,9,2023-05-01,109.49,34.88,74.61
10515,499,212,9,2023-05-31,112.78,36.76,76.02
10516,499,212,9,2023-06-30,110.18,36.14,74.04
10517,499,212,9,2023-07-30,112.65,36.63,76.02
10518,499,212,9,2023-08-29,116.57,35.96,80.61
10519,499,212,9,2023-09-28,113.96,36.12,77.84
10520,499,212,9,2023-10-28,114.34,35.14,79.2
10521,499,212,9,2023-11-27,116.7,36.37,80.33
10522,499,212,9,2023-12-27,114.77,35.82,78.95
10523,499,212,9,2024-01-26,110.47,34.95,75.52
10524,499,212,9,2024-02-25,112.48,35.83,76.65
10525,499,212,9,2024-03-26,108.86,35.39,73.47
10526,499,212,9,2024-04-25,110.73,33.52,77.21
10527,499,212,9,2024-05-25,106.2,35.87,70.33
10528,499,212,9,2024-06-24,110.53,36.85,73.68
10529,499,212,9,2024-07-24,109.32,35.09,74.23
10530,499,212,9,2024-08-23,115.91,33.75,82.16
10531,499,212,9,2024-09-22,112.04,36.25,75.79
10532,499,212,9,2024-10-22,106.97,35.32,71.65
10533,499,212,9,2024-11-21,116.1,36.27,79.83
10534,500,212,12,2023-01-01,705.57,223.96,481.61
10535,500,212,12,2023-01-31,742.34,203.84,538.5
10536,501,213,9,2023-01-01,197.48,61.87,135.61
10537,501,213,9,2023-01-31,200.34,62.1,138.24
10538,501,213,9,2023-03-02,203.66,62.08,141.58
10539,501,213,9,2023-04-01,204.36,64.81,139.55
10540,501,213,9,2023-05-01,202.03,62.35,139.68
10541,501,213,9,2023-05-31,190.4,63.89,126.51
10542,501,213,9,2023-06-30,189.11,62.99,126.12
10543,501,213,9,2023-07-30,190.93,60.99,129.94
10544,501,213,9,2023-08-29,194.01,60.89,133.12
10545,501,213,9,2023-09-28,197.55,63.79,133.76
10546,501,213,9,2023-10-28,193.55,64.81,128.74
10547,501,213,9,2023-11-27,197.61,61.08,136.53
10548,501,213,9,2023-12-27,199.9,59.84,140.06
10549,501,213,9,2024-01-26,206.97,59.54,147.43
10550,501,213,9,2024-02-25,203.22,61.05,142.17
10551,501,213,9,2024-03-26,197.71,64.1,133.61
10552,501,213,9,2024-04-25,199.95,65.2,134.75
10553,501,213,9,2024-05-25,197.46,60.49,136.97
10554,501,213,9,2024-06-24,197.24,62.73,134.51
10555,501,213,9,2024-07-24,204.24,65.09,139.15
10556,501,213,9,2024-08-23,191.46,65.37,126.09
10557,501,213,9,2024-09-22,189.27,59.62,129.65
10558,501,213,9,2024-10-22,188.43,61.06,127.37
10559,501,213,9,2024-11-21,203.49,64.51,138.98
10560,502,213,11,2023-01-01,6.9,3.06,3.84
10561,502,213,11,2023-01-31,6.95,2.97,3.98
10562,502,213,11,2023-03-02,7.1,2.94,4.16
10563,502,213,11,2023-04-01,7.1,3.0,4.1
10564,502,213,11,2023-05-01,6.98,2.87,4.11
10565,502,213,11,2023-05-31,7.13,2.85,4.28
10566,502,213,11,2023-06-30,7.04,2.9,4.14
10567,502,213,11,2023-07-30,7.19,2.95,4.24
10568,502,213,11,2023-08-29,6.99,3.03,3.96
10569,502,213,11,2023-09-28,6.73,2.85,3.88
10570,502,213,11,2023-10-28,6.97,2.98,3.99
10571,502,213,11,2023-11-27,6.65,3.0,3.65
10572,502,213,11,2023-12-27,7.19,2.95,4.24
10573,502,213,11,2024-01-26,6.8,3.1,3.7
10574,502,213,11,2024-02-25,6.56,3.06,3.5
10575,502,213,11,2024-03-26,6.58,2.96,3.62
10576,502,213,11,2024-04-25,7.19,3.08,4.11
10577,502,213,11,2024-05-25,6.97,2.86,4.11
10578,502,213,11,2024-06-24,6.83,2.88,3.95
10579,502,213,11,2024-07-24,6.72,2.85,3.87
10580,502,213,11,2024-08-23,6.96,2.99,3.97
10581,502,213,11,2024-09-22,6.83,3.06,3.77
10582,502,213,11,2024-10-22,6.86,3.01,3.85
10583,502,213,11,2024-11-21,6.93,3.06,3.87
10584,503,213,7,2023-01-01,15.31,3.53,11.78
10585,503,213,7,2023-01-31,15.06,3.72,11.34
10586,503,213,7,2023-03-02,14.43,3.72,10.71
10587,503,213,7,2023-04-01,13.98,3.64,10.34
10588,503,213,7,2023-05-01,14.45,3.63,10.82
10589,503,213,7,2023-05-31,14.47,3.8,10.67
10590,503,213,7,2023-06-30,13.95,3.71,10.24
10591,503,213,7,2023-07-30,14.76,3.78,10.98
10592,503,213,7,2023-08-29,14.15,3.83,10.32
10593,503,213,7,2023-09-28,14.58,3.77,10.81
10594,503,213,7,2023-10-28,14.73,3.61,11.12
10595,503,213,7,2023-11-27,15.27,3.5,11.77
10596,503,213,7,2023-12-27,14.22,3.53,10.69
10597,503,213,7,2024-01-26,15.29,3.61,11.68
10598,503,213,7,2024-02-25,14.43,3.83,10.6
10599,503,213,7,2024-03-26,15.3,3.72,11.58
10600,503,213,7,2024-04-25,14.59,3.67,10.92
10601,503,213,7,2024-05-25,14.01,3.71,10.3
10602,503,213,7,2024-06-24,13.9,3.5,10.4
10603,503,213,7,2024-07-24,14.86,3.76,11.1
10604,503,213,7,2024-08-23,14.74,3.79,10.95
10605,503,213,7,2024-09-22,14.23,3.75,10.48
10606,503,213,7,2024-10-22,15.13,3.6,11.53
10607,503,213,7,2024-11-21,14.3,3.55,10.75
10608,504,214,6,2023-01-01,2.35,0.44,1.91
10609,504,214,6,2023-01-31,2.19,0.44,1.75
10610,504,214,6,2023-03-02,2.19,0.48,1.71
10611,504,214,6,2023-04-01,2.22,0.44,1.78
10612,504,214,6,2023-05-01,2.21,0.44,1.77
10613,504,214,6,2023-05-31,2.24,0.48,1.76
10614,504,214,6,2023-06-30,2.26,0.45,1.81
10615,504,214,6,2023-07-30,2.31,0.45,1.86
10616,504,214,6,2023-08-29,2.24,0.47,1.77
10617,504,214,6,2023-09-28,2.32,0.44,1.88
10618,504,214,6,2023-10-28,2.39,0.44,1.95
10619,504,214,6,2023-11-27,2.32,0.44,1.88
10620,504,214,6,2023-12-27,2.4,0.48,1.92
10621,504,214,6,2024-01-26,2.4,0.47,1.93
10622,504,214,6,2024-02-25,2.22,0.48,1.74
10623,504,214,6,2024-03-26,2.36,0.46,1.9
10624,504,214,6,2024-04-25,2.4,0.45,1.95
10625,504,214,6,2024-05-25,2.4,0.46,1.94
10626,504,214,6,2024-06-24,2.18,0.45,1.73
10627,504,214,6,2024-07-24,2.28,0.44,1.84
10628,504,214,6,2024-08-23,2.39,0.48,1.91
10629,504,214,6,2024-09-22,2.4,0.45,1.95
10630,504,214,6,2024-10-22,2.37,0.45,1.92
10631,504,214,6,2024-11-21,2.2,0.45,1.75
10632,505,214,10,2023-01-01,15.32,6.06,9.26
10633,505,214,10,2023-01-31,15.26,6.18,9.08
10634,505,214,10,2023-03-02,16.19,6.56,9.63
10635,505,214,10,2023-04-01,15.64,6.35,9.29
10636,505,214,10,2023-05-01,15.02,6.49,8.53
10637,505,214,10,2023-05-31,15.56,6.25,9.31
10638,505,214,10,2023-06-30,15.65,6.52,9.13
10639,505,214,10,2023-07-30,16.18,6.24,9.94
10640,505,214,10,2023-08-29,14.96,6.27,8.69
10641,505,214,10,2023-09-28,15.24,6.51,8.73
10642,505,214,10,2023-10-28,15.74,6.36,9.38
10643,505,214,10,2023-11-27,15.35,6.45,8.9
10644,505,214,10,2023-12-27,15.15,6.0,9.15
10645,505,214,10,2024-01-26,16.1,6.23,9.87
10646,505,214,10,2024-02-25,15.58,6.3,9.28
10647,505,214,10,2024-03-26,15.92,6.31,9.61
10648,505,214,10,2024-04-25,15.21,6.26,8.95
10649,505,214,10,2024-05-25,16.42,6.08,10.34
10650,505,214,10,2024-06-24,15.27,6.47,8.8
10651,505,214,10,2024-07-24,15.96,6.54,9.42
10652,505,214,10,2024-08-23,16.32,6.16,10.16
10653,505,214,10,2024-09-22,15.84,5.98,9.86
10654,505,214,10,2024-10-22,15.75,6.03,9.72
10655,505,214,10,2024-11-21,14.96,5.99,8.97
10656,506,215,4,2023-01-01,132.94,26.46,106.48
